source,domain,time_period,variable,path
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2004_07.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2004_08.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2004_09.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2004_10.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2004_11.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2004_12.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_01.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_02.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_03.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_04.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_05.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_06.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_07.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_08.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_09.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_10.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_11.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2005_12.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_01.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_02.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_03.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_04.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_05.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_06.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_07.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_08.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_09.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_10.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_11.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2006_12.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_01.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_02.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_03.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_04.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_05.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_06.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_07.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_08.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_09.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_10.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_11.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2007_12.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_01.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_02.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_03.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_04.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_05.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_06.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_07.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_08.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_09.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_10.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_11.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2008_12.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_01.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_02.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_03.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_04.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_05.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_06.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_07.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_08.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_09.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_10.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_11.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2009_12.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_01.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_02.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_03.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_04.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_05.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_06.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_07.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_08.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_09.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_10.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_11.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2010_12.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_01.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_02.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_03.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_04.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_05.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_06.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_07.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_08.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_09.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_10.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_11.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2011_12.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2012_01.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2012_02.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2012_03.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2012_04.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2012_05.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2012_06.nc
BRAN2020,atm,month,"['land_mask', 'ice_mask', 'wind', 't_surf', 'tau_x', 'tau_y', 'u_star', 'u_atm', 'v_atm', 'shflx', 'lwflx', 'rh_ref', 'q_ref']",/g/data/gb6/BRAN/BRAN2020/month/atm_flux_diag_mth_2012_07.nc
