source,domain,time_period,variable,path
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1993_12.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_01.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_02.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_03.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_04.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_05.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_06.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_07.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_08.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_09.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_10.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_11.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1994_12.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_01.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_02.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_03.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_04.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_05.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_06.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_07.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_08.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_09.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_10.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_11.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1995_12.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_01.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_02.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_03.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_04.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_05.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_06.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_07.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_08.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_09.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_10.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_11.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1996_12.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_01.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_02.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_03.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_04.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_05.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_06.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_07.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_08.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_09.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_10.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_11.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1997_12.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_01.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_02.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_03.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_04.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_05.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_06.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_07.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_08.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_09.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_10.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_11.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1998_12.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_01.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_02.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_03.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_04.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_05.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_06.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_07.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_08.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_09.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_10.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_11.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_1999_12.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_01.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_02.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_03.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_04.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_05.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_06.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_07.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_08.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_09.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_10.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_11.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2000_12.nc
BRAN2020,ocean,daily,"['sfc_hflux', 'sfc_salt_flux_restore', 'pme_sbc', 'tau_x', 'tau_y', 'river', 'evap', 'lprec', 'swflx', 'evap_heat', 'sens_heat', 'lw_heat', 'bmf_u', 'bmf_v']",/g/data/gb6/BRAN/BRAN2020/daily/ocean_force_2001_01.nc
